#TYPE Deserialized.System.ServiceProcess.ServiceController
"Name","RequiredServices","PSComputerName","RunspaceId","PSShowComputerName","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","Status","ServiceType","StartType","Site","Container"
"Winmgmt","RPCSS","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","True","True","True","Windows Management Instrumentation","NcaSvc jhi_service iphlpsvc",".","Winmgmt","RPCSS","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"WinRM","RPCSS HTTP","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","False","True","True","Windows Remote Management (WS-Management)","",".","WinRM","RPCSS HTTP","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"WlanSvc","wcmsvc RpcSs nativewifip Ndisuio","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","False","True","True","WLAN AutoConfig","xTendSoftAPService",".","WlanSvc","wcmsvc RpcSs nativewifip Ndisuio","Running","Win32OwnProcess","Automatic",,
"wlidsvc","RpcSs","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","False","False","True","Microsoft Account Sign-in Assistant","",".","wlidsvc","RpcSs","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"WpnService","rpcss","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","False","False","True","Windows Push Notifications System Service","",".","WpnService","rpcss","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"WpnUserService_4924840","","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","False","False","True","Windows Push Notifications User Service_4924840","",".","WpnUserService_4924840","","Running","240","Automatic",,
"wscsvc","RpcSs","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","False","True","True","Security Center","",".","wscsvc","RpcSs","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"WSearch","RPCSS BrokerInfrastructure","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","False","True","True","Windows Search","workfolderssvc WMPNetworkSvc",".","WSearch","RPCSS BrokerInfrastructure","Running","Win32OwnProcess","Automatic",,
"wuauserv","rpcss","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","False","False","True","Windows Update","",".","wuauserv","rpcss","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"xTendUtilityService","Netman NetSetupSvc","192.168.1.68","50568589-5206-4107-b1a5-fd13462aedde","True","False","True","True","xTendUtilityService","",".","xTendUtilityService","Netman NetSetupSvc","Running","Win32OwnProcess","Automatic",,
